"ght_id","filepath","library","module","func_name","module_type","type","sub_type","approach_name"
"10097892791737991160","tests/sklearn/test_datasets.py","aif360","aif360.sklearn.datasets.standardize_dataset","standardize_dataset","dataset","utility","NA","NA"
"10097892791737991160","tests/sklearn/test_metrics.py","aif360","aif360.datasets.AdultDataset","AdultDataset","dataset","NA","NA","NA"
"10097892791737991160","tests/sklearn/test_metrics.py","aif360","aif360.metrics.ClassificationMetric","ClassificationMetric","metric","utility","NA","NA"
"10097892791737991160","tests/sklearn/test_metrics.py","aif360","aif360.sklearn.datasets.fetch_adult","fetch_adult","NA","NA","NA","NA"
"10097892791737991160","tests/sklearn/test_metrics.py","aif360","aif360.sklearn.metrics.average_odds_difference","average_odds_difference","metric","group","separation","NA"
"10097892791737991160","tests/sklearn/test_metrics.py","aif360","aif360.sklearn.metrics.average_odds_error","average_odds_error","metric","group","separation","NA"
"10097892791737991160","tests/sklearn/test_metrics.py","aif360","aif360.sklearn.metrics.base_rate","base_rate","metric","utility","NA","NA"
"10097892791737991160","tests/sklearn/test_metrics.py","aif360","aif360.sklearn.metrics.between_group_generalized_entropy_error","between_group_generalized_entropy_error","metric","utility","NA","NA"
"10097892791737991160","tests/sklearn/test_metrics.py","aif360","aif360.sklearn.metrics.consistency_score","consistency_score","metric","individual","NA","NA"
"10097892791737991160","tests/sklearn/test_metrics.py","aif360","aif360.sklearn.metrics.disparate_impact_ratio","disparate_impact_ratio","metric","group","independence","NA"
"10097892791737991160","tests/sklearn/test_metrics.py","aif360","aif360.sklearn.metrics.equal_opportunity_difference","equal_opportunity_difference","metric","group","separation","NA"
"10097892791737991160","tests/sklearn/test_metrics.py","aif360","aif360.sklearn.metrics.generalized_entropy_error","generalized_entropy_error","metric","utility","NA","NA"
"10097892791737991160","tests/sklearn/test_metrics.py","aif360","aif360.sklearn.metrics.generalized_fnr","generalized_fnr","metric","utility","NA","NA"
"10097892791737991160","tests/sklearn/test_metrics.py","aif360","aif360.sklearn.metrics.generalized_fpr","generalized_fpr","metric","utility","NA","NA"
"10097892791737991160","tests/sklearn/test_metrics.py","aif360","aif360.sklearn.metrics.make_scorer","make_scorer","metric","utility","NA","NA"
"10097892791737991160","tests/sklearn/test_metrics.py","aif360","aif360.sklearn.metrics.selection_rate","selection_rate","metric","utility","NA","NA"
"10097892791737991160","tests/sklearn/test_metrics.py","aif360","aif360.sklearn.metrics.specificity_score","specificity_score","metric","utility","NA","NA"
"10097892791737991160","tests/sklearn/test_metrics.py","aif360","aif360.sklearn.metrics.statistical_parity_difference","statistical_parity_difference","metric","utility","NA","NA"
"10097892791737991160","tests/sklearn/test_reweighing.py","aif360","aif360.algorithms.preprocessing.Reweighing","OrigReweighing","algorithm","pre","Resampling","Reweighing"
"10097892791737991160","tests/sklearn/test_reweighing.py","aif360","aif360.datasets.AdultDataset","AdultDataset","dataset","NA","NA","NA"
"10097892791737991160","tests/sklearn/test_reweighing.py","aif360","aif360.sklearn.datasets.fetch_adult","fetch_adult","NA","NA","NA","NA"
"10097892791737991160","tests/sklearn/test_reweighing.py","aif360","aif360.sklearn.preprocessing.Reweighing","Reweighing","algorithm","pre","Resampling","Reweighing"
"10097892791737991160","tests/sklearn/test_reweighing.py","aif360","aif360.sklearn.preprocessing.ReweighingMeta","ReweighingMeta","algorithm","pre","Resampling","Reweighing"
"10097892791737991160","tests/test_classification_metric.py","aif360","aif360.datasets.BinaryLabelDataset","BinaryLabelDataset","dataset","utility","NA","NA"
"10097892791737991160","tests/test_classification_metric.py","aif360","aif360.datasets.multiclass_label_dataset.MulticlassLabelDataset","MulticlassLabelDataset","NA","NA","NA","NA"
"10097892791737991160","tests/test_classification_metric.py","aif360","aif360.metrics.ClassificationMetric","ClassificationMetric","metric","utility","NA","NA"
"10097892791737991160","tests/test_differential_fairness.py","aif360","aif360.datasets.AdultDataset","AdultDataset","dataset","NA","NA","NA"
"10097892791737991160","tests/test_differential_fairness.py","aif360","aif360.metrics.BinaryLabelDatasetMetric","BinaryLabelDatasetMetric","metric","utility","NA","NA"
"10097892791737991160","tests/test_differential_fairness.py","aif360","aif360.metrics.ClassificationMetric","ClassificationMetric","metric","utility","NA","NA"
"10097892791737991160","tests/test_disparate_impact_remover.py","aif360","aif360.algorithms.preprocessing.DisparateImpactRemover","DisparateImpactRemover","algorithm","pre","Data transformation","Disparate impact remover"
"10097892791737991160","tests/test_disparate_impact_remover.py","aif360","aif360.datasets.AdultDataset","AdultDataset","dataset","NA","NA","NA"
"10097892791737991160","tests/test_disparate_impact_remover.py","aif360","aif360.metrics.ClassificationMetric","ClassificationMetric","metric","utility","NA","NA"
"10097892791737991160","tests/test_eq_odds_postprocessing.py","aif360","aif360.algorithms.postprocessing.CalibratedEqOddsPostprocessing","CalibratedEqOddsPostprocessing","algorithm","post","Probabilistic label change","Calibrated equalized odds"
"10097892791737991160","tests/test_eq_odds_postprocessing.py","aif360","aif360.algorithms.postprocessing.EqOddsPostprocessing","EqOddsPostprocessing","algorithm","post","Probabilistic label change","Equalized odds"
"10097892791737991160","tests/test_eq_odds_postprocessing.py","aif360","aif360.datasets.AdultDataset","AdultDataset","dataset","NA","NA","NA"
"10097892791737991160","tests/test_eq_odds_postprocessing.py","aif360","aif360.metrics.ClassificationMetric","ClassificationMetric","metric","utility","NA","NA"
"10097892791737991160","tests/test_lfr.py","aif360","aif360.algorithms.preprocessing.LFR","LFR","algorithm","pre","Data transformation","Learning fair representations"
"10097892791737991160","tests/test_lfr.py","aif360","aif360.algorithms.preprocessing.optim_preproc_helpers.data_preproc_functions.load_preproc_data_adult","load_preproc_data_adult","dataset","NA","NA","NA"
"10097892791737991160","tests/test_meta_classifier.py","aif360","aif360.algorithms.inprocessing.MetaFairClassifier","MetaFairClassifier","algorithm","in","Fairness constraints","Meta Fair classifier"
"10097892791737991160","tests/test_meta_classifier.py","aif360","aif360.datasets.AdultDataset","AdultDataset","dataset","NA","NA","NA"
"10097892791737991160","tests/test_meta_classifier.py","aif360","aif360.metrics.ClassificationMetric","ClassificationMetric","metric","utility","NA","NA"
"10097892791737991160","tests/test_reweighing.py","aif360","aif360.algorithms.preprocessing.reweighing.Reweighing","Reweighing","algorithm","pre","Resampling","Reweighing"
"10097892791737991160","tests/test_reweighing.py","aif360","aif360.datasets.AdultDataset","AdultDataset","dataset","NA","NA","NA"
"10097892791737991160","tests/test_sample_distortion_metric.py","aif360","aif360.datasets.StructuredDataset","StructuredDataset","dataset","utility","NA","NA"
"10097892791737991160","tests/test_sample_distortion_metric.py","aif360","aif360.metrics.SampleDistortionMetric","SampleDistortionMetric","metric","utility","NA","NA"
"10097892791737991160","tests/test_standard_datasets.py","aif360","aif360.datasets.AdultDataset","AdultDataset","dataset","NA","NA","NA"
"10097892791737991160","tests/test_standard_datasets.py","aif360","aif360.datasets.CompasDataset","CompasDataset","dataset","NA","NA","NA"
"10097892791737991160","tests/test_standard_datasets.py","aif360","aif360.datasets.GermanDataset","GermanDataset","dataset","NA","NA","NA"
"10097892791737991160","tests/test_standard_datasets.py","aif360","aif360.metrics.BinaryLabelDatasetMetric","BinaryLabelDatasetMetric","metric","utility","NA","NA"
"10097892791737991160","tests/test_structured_dataset.py","aif360","aif360.datasets.StructuredDataset","StructuredDataset","dataset","utility","NA","NA"
"10111709821746080833","utils/standard_data.py","aif360","aif360.datasets.StandardDataset","StandardDataset","dataset","utility","NA","NA"
"10194658988902391748","Machine Learning Fairness Project Final/ReweighingCommunityCrimeF1Score.py","aif360","aif360.algorithms.preprocessing.Reweighing","Reweighing","algorithm","pre","Resampling","Reweighing"
"10194658988902391748","Machine Learning Fairness Project Final/ReweighingCommunityCrimeF1Score.py","aif360","aif360.datasets.BinaryLabelDataset","BinaryLabelDataset","dataset","utility","NA","NA"
"10194658988902391748","Machine Learning Fairness Project Final/ReweighingCompasCrimeF1Score.py","aif360","aif360.algorithms.preprocessing.Reweighing","Reweighing","algorithm","pre","Resampling","Reweighing"
"10194658988902391748","Machine Learning Fairness Project Final/ReweighingCompasCrimeF1Score.py","aif360","aif360.algorithms.preprocessing.optim_preproc_helpers.data_preproc_functions.load_preproc_data_compas","load_preproc_data_compas","dataset","NA","NA","NA"
"10321510012814564390","common_utils.py","aif360","aif360.metrics.ClassificationMetric","ClassificationMetric","metric","utility","NA","NA"
"10335267951630339510","src/distrotion_metrics.py","aif360","aif360.datasets.StructuredDataset","StructuredDataset","dataset","utility","NA","NA"
"10335267951630339510","src/distrotion_metrics.py","aif360","aif360.metrics.DatasetMetric","DatasetMetric","metric","utility","NA","NA"
"10335267951630339510","src/distrotion_metrics.py","aif360","aif360.metrics.utils","compute_distance","metric","utility","NA","NA"
"10335267951630339510","src/get_results.py","aif360","aif360.algorithms.inprocessing.MetaFairClassifier","MetaFairClassifier","algorithm","in","Fairness constraints","Meta Fair classifier"
"10335267951630339510","src/get_results.py","aif360","aif360.algorithms.preprocessing.Reweighing","Reweighing","algorithm","pre","Resampling","Reweighing"
"10335267951630339510","src/get_results.py","aif360","aif360.datasets.BinaryLabelDataset","BinaryLabelDataset","dataset","utility","NA","NA"
"10335267951630339510","src/get_results.py","aif360","aif360.metrics.BinaryLabelDatasetMetric","BinaryLabelDatasetMetric","metric","utility","NA","NA"
"10335267951630339510","src/get_results.py","aif360","aif360.metrics.ClassificationMetric","ClassificationMetric","metric","utility","NA","NA"
"10462424073861165481","src/pipeline/metrics/disparate_impact_remover.py","aif360","aif360.metrics.ClassificationMetric","ClassificationMetric","metric","utility","NA","NA"
"10462424073861165481","src/pipeline/metrics/explainer.py","aif360","aif360.explainers.MetricTextExplainer","MetricTextExplainer","metric","utility","NA","NA"
"10462424073861165481","src/pipeline/metrics/ml_model.py","aif360","aif360.datasets.BinaryLabelDataset","BinaryLabelDataset","dataset","utility","NA","NA"
"10462424073861165481","src/pipeline/metrics/ml_model.py","aif360","aif360.metrics.ClassificationMetric","ClassificationMetric","metric","utility","NA","NA"
"10462424073861165481","src/pipeline/metrics/unbias_inproc_algorithms.py","aif360","aif360.metrics.ClassificationMetric","ClassificationMetric","metric","utility","NA","NA"
"10462424073861165481","src/pipeline/processors/inprocessors/unbias_algorithms/adversarial_debiasing.py","aif360","aif360.algorithms.inprocessing.AdversarialDebiasing","AdversarialDebiasing","algorithm","in","Multi objective optimization","Adversarial debiasing"
"10462424073861165481","src/pipeline/processors/inprocessors/unbias_algorithms/expo_grad_reduction.py","aif360","aif360.algorithms.inprocessing.ExponentiatedGradientReduction","ExponentiatedGradientReduction","algorithm","in","Fairness constraints","Exponentiated gradient reduction"
"10462424073861165481","src/pipeline/processors/inprocessors/unbias_algorithms/grid_search_reduction.py","aif360","aif360.algorithms.inprocessing.GridSearchReduction","GridSearchReduction","algorithm","in","Fairness constraints","Grid search reduction"
"10462424073861165481","src/pipeline/processors/inprocessors/unbias_algorithms/meta_fair_classifier.py","aif360","aif360.algorithms.inprocessing.MetaFairClassifier","MetaFairClassifier","algorithm","in","Fairness constraints","Meta Fair classifier"
"10462424073861165481","src/pipeline/processors/inprocessors/unbias_algorithms/prejudice_remover.py","aif360","aif360.algorithms.inprocessing.PrejudiceRemover","PrejudiceRemover","algorithm","in","Regularization","Prejudice remover"
"10462424073861165481","src/pipeline/processors/inprocessors/unbias_algorithms/rich_subgroup_fairness.py","aif360","aif360.algorithms.inprocessing.GerryFairClassifier","GerryFairClassifier","algorithm","in","Fairness constraints","Gerry Fair classifier"
"10462424073861165481","src/pipeline/processors/postprocessors/calibrated_equalized_odds.py","aif360","aif360.algorithms.postprocessing.CalibratedEqOddsPostprocessing","CalibratedEqOddsPostprocessing","algorithm","post","Probabilistic label change","Calibrated equalized odds"
"10462424073861165481","src/pipeline/processors/postprocessors/equalized_odds.py","aif360","aif360.algorithms.postprocessing.EqOddsPostprocessing","EqOddsPostprocessing","algorithm","post","Probabilistic label change","Equalized odds"
"10462424073861165481","src/pipeline/processors/postprocessors/reject_option_classification.py","aif360","aif360.algorithms.postprocessing.RejectOptionClassification","RejectOptionClassification","algorithm","post","Probabilistic label change","Reject option classification"
"10462424073861165481","src/pipeline/processors/preprocessors/data/adult_sex.py","aif360","aif360.algorithms.preprocessing.optim_preproc_helpers.distortion_functions.get_distortion_adult","get_distortion_adult","mitigation","utility","NA","NA"
"10462424073861165481","src/pipeline/processors/preprocessors/data/german_age.py","aif360","aif360.algorithms.preprocessing.optim_preproc_helpers.distortion_functions.get_distortion_german","get_distortion_german","mitigation","utility","NA","NA"
"10462424073861165481","src/pipeline/processors/preprocessors/data/german_foreign.py","aif360","aif360.algorithms.preprocessing.optim_preproc_helpers.distortion_functions.get_distortion_german","get_distortion_german","mitigation","utility","NA","NA"
"10462424073861165481","src/pipeline/processors/preprocessors/inproc_algorithms/unbias_inproc_preprocessor.py","aif360","aif360.datasets.BinaryLabelDataset","BinaryLabelDataset","dataset","utility","NA","NA"
"10462424073861165481","src/pipeline/processors/preprocessors/postproc_algorithms/unbias_postproc_preprocessor.py","aif360","aif360.datasets.BinaryLabelDataset","BinaryLabelDataset","dataset","utility","NA","NA"
"10462424073861165481","src/pipeline/processors/preprocessors/unbias_algorithms/disparate_impact_remover.py","aif360","aif360.algorithms.preprocessing.DisparateImpactRemover","DisparateImpactRemover","algorithm","pre","Data transformation","Disparate impact remover"
"10462424073861165481","src/pipeline/processors/preprocessors/unbias_algorithms/disparate_impact_remover.py","aif360","aif360.datasets.BinaryLabelDataset","BinaryLabelDataset","dataset","utility","NA","NA"
"10462424073861165481","src/pipeline/processors/preprocessors/unbias_algorithms/learning_fair_representations.py","aif360","aif360.algorithms.preprocessing.Reweighing","Reweighing","algorithm","pre","Resampling","Reweighing"
"10462424073861165481","src/pipeline/processors/preprocessors/unbias_algorithms/learning_fair_representations.py","aif360","aif360.datasets.BinaryLabelDataset","BinaryLabelDataset","dataset","utility","NA","NA"
"10462424073861165481","src/pipeline/processors/preprocessors/unbias_algorithms/optim_preprocess.py","aif360","aif360.algorithms.preprocessing.OptimPreproc","OptimPreproc","algorithm","pre","Data transformation","Optimized preprocessing"
"10462424073861165481","src/pipeline/processors/preprocessors/unbias_algorithms/optim_preprocess.py","aif360","aif360.algorithms.preprocessing.optim_preproc_helpers.opt_tools.OptTools","OptTools","mitigation","utility","NA","NA"
"10462424073861165481","src/pipeline/processors/preprocessors/unbias_algorithms/optim_preprocess.py","aif360","aif360.datasets.BinaryLabelDataset","BinaryLabelDataset","dataset","utility","NA","NA"
"10462424073861165481","src/pipeline/processors/preprocessors/unbias_algorithms/reweighing.py","aif360","aif360.algorithms.preprocessing.Reweighing","Reweighing","algorithm","pre","Resampling","Reweighing"
"10462424073861165481","src/pipeline/processors/preprocessors/unbias_algorithms/reweighing.py","aif360","aif360.datasets.BinaryLabelDataset","BinaryLabelDataset","dataset","utility","NA","NA"
"10890624682715285755","learner/eqoddslearner.py","aif360","aif360.algorithms.postprocessing.EqOddsPostprocessing","EqOddsPostprocessing","algorithm","post","Probabilistic label change","Equalized odds"
"10890624682715285755","learner/rejectoptionslearner.py","aif360","aif360.algorithms.postprocessing.reject_option_classification.RejectOptionClassification","RejectOptionClassification","algorithm","post","Probabilistic label change","Reject option classification"
"10890624682715285755","learner/reweighinglearner.py","aif360","aif360.algorithms.preprocessing.Reweighing","Reweighing","algorithm","pre","Resampling","Reweighing"
"10890624682715285755","learner/reweighinglearner.py","aif360","aif360.metrics.BinaryLabelDatasetMetric","BinaryLabelDatasetMetric","metric","utility","NA","NA"
"10890624682715285755","mutabledataset/germansimdataset.py","aif360","aif360.datasets.GermanDataset","GermanDataset","dataset","NA","NA","NA"
"10890624682715285755","mutabledataset/germansimdataset.py","aif360","aif360.datasets.GermanDataset","__init__","dataset","NA","NA","NA"
"10890624682715285755","mutabledataset/simmixin.py","aif360","aif360.datasets.StructuredDataset","_parse_feature_names","dataset","utility","NA","NA"
"10890624682715285755","mutabledataset/simpledataset.py","aif360","aif360.datasets.BinaryLabelDataset","BinaryLabelDataset","dataset","utility","NA","NA"
"10890624682715285755","mutabledataset/simpledataset.py","aif360","aif360.datasets.BinaryLabelDataset","__init__","dataset","utility","NA","NA"
"10890624682715285755","transformer/agenttransformer.py","aif360","aif360.algorithms.Transformer","Transformer","mitigation","utility","NA","NA"
"10890624682715285755","utils.py","aif360","aif360.datasets.BinaryLabelDataset","BinaryLabelDataset","dataset","utility","NA","NA"
"11062757412243637809","Experimental_Groups/Group_1/fklearn/metric_library.py","aif360","aif360.metrics.ClassificationMetric","ClassificationMetric","metric","utility","NA","NA"
"11062757412243637809","Experimental_Groups/Group_1/fklearn/sample_aif.py","aif360","aif360.algorithms.postprocessing.CalibratedEqOddsPostprocessing","CalibratedEqOddsPostprocessing","algorithm","post","Probabilistic label change","Calibrated equalized odds"
"11062757412243637809","Experimental_Groups/Group_1/fklearn/sample_aif.py","aif360","aif360.algorithms.postprocessing.EqOddsPostprocessing","EqOddsPostprocessing","algorithm","post","Probabilistic label change","Equalized odds"
"11062757412243637809","Experimental_Groups/Group_1/fklearn/sample_aif.py","aif360","aif360.algorithms.postprocessing.RejectOptionClassification","RejectOptionClassification","algorithm","post","Probabilistic label change","Reject option classification"
"11062757412243637809","Experimental_Groups/Group_1/fklearn/sample_aif.py","aif360","aif360.algorithms.preprocessing.DisparateImpactRemover","DisparateImpactRemover","algorithm","pre","Data transformation","Disparate impact remover"
"11062757412243637809","Experimental_Groups/Group_1/fklearn/sample_aif.py","aif360","aif360.algorithms.preprocessing.Reweighing","Reweighing","algorithm","pre","Resampling","Reweighing"
"11062757412243637809","Experimental_Groups/Group_1/fklearn/sample_aif.py","aif360","aif360.datasets.GermanDataset","GermanDataset","dataset","NA","NA","NA"
"11062757412243637809","Experimental_Groups/Group_1/fklearn/sample_aif.py","aif360","aif360.metrics.ClassificationMetric","ClassificationMetric","metric","utility","NA","NA"
"11062757412243637809","Experimental_Groups/Group_2/fklearn/metric_library.py","aif360","aif360.metrics.ClassificationMetric","ClassificationMetric","metric","utility","NA","NA"
"11062757412243637809","Experimental_Groups/Group_2/fklearn/sample_aif.py","aif360","aif360.algorithms.postprocessing.CalibratedEqOddsPostprocessing","CalibratedEqOddsPostprocessing","algorithm","post","Probabilistic label change","Calibrated equalized odds"
"11062757412243637809","Experimental_Groups/Group_2/fklearn/sample_aif.py","aif360","aif360.algorithms.postprocessing.EqOddsPostprocessing","EqOddsPostprocessing","algorithm","post","Probabilistic label change","Equalized odds"
"11062757412243637809","Experimental_Groups/Group_2/fklearn/sample_aif.py","aif360","aif360.algorithms.postprocessing.RejectOptionClassification","RejectOptionClassification","algorithm","post","Probabilistic label change","Reject option classification"
"11062757412243637809","Experimental_Groups/Group_2/fklearn/sample_aif.py","aif360","aif360.algorithms.preprocessing.DisparateImpactRemover","DisparateImpactRemover","algorithm","pre","Data transformation","Disparate impact remover"
"11062757412243637809","Experimental_Groups/Group_2/fklearn/sample_aif.py","aif360","aif360.algorithms.preprocessing.Reweighing","Reweighing","algorithm","pre","Resampling","Reweighing"
"11062757412243637809","Experimental_Groups/Group_2/fklearn/sample_aif.py","aif360","aif360.datasets.GermanDataset","GermanDataset","dataset","NA","NA","NA"
"11062757412243637809","Experimental_Groups/Group_2/fklearn/sample_aif.py","aif360","aif360.metrics.ClassificationMetric","ClassificationMetric","metric","utility","NA","NA"
"11134269255034799140","final-project/src/Baseline/AdversarialDebiasing.py","aif360","aif360.algorithms.inprocessing.adversarial_debiasing.AdversarialDebiasing","AdversarialDebiasing","algorithm","in","Multi objective optimization","Adversarial debiasing"
"11134269255034799140","final-project/src/Baseline/AdversarialDebiasing.py","aif360","aif360.datasets.BinaryLabelDataset","BinaryLabelDataset","dataset","utility","NA","NA"
"11134269255034799140","final-project/src/Baseline/AdversarialDebiasing.py","aif360","aif360.metrics.ClassificationMetric","ClassificationMetric","metric","utility","NA","NA"
"11134269255034799140","final-project/src/Baseline/EGReduction.py","aif360","aif360.algorithms.inprocessing.exponentiated_gradient_reduction.ExponentiatedGradientReduction","ExponentiatedGradientReduction","algorithm","in","Fairness constraints","Exponentiated gradient reduction"
"11134269255034799140","final-project/src/Baseline/EGReduction.py","aif360","aif360.datasets.BinaryLabelDataset","BinaryLabelDataset","dataset","utility","NA","NA"
"11134269255034799140","final-project/src/Baseline/EGReduction.py","aif360","aif360.metrics.ClassificationMetric","ClassificationMetric","metric","utility","NA","NA"
"11134269255034799140","final-project/src/Baseline/Opt-preprocess.py","aif360","aif360.algorithms.preprocessing.optim_preproc.OptimPreproc","OptimPreproc","algorithm","pre","Data transformation","Optimized preprocessing"
"11134269255034799140","final-project/src/Baseline/Opt-preprocess.py","aif360","aif360.algorithms.preprocessing.optim_preproc_helpers.data_preproc_functions.load_preproc_data_adult","load_preproc_data_adult","dataset","NA","NA","NA"
"11134269255034799140","final-project/src/Baseline/Opt-preprocess.py","aif360","aif360.algorithms.preprocessing.optim_preproc_helpers.data_preproc_functions.load_preproc_data_compas","load_preproc_data_compas","dataset","NA","NA","NA"
"11134269255034799140","final-project/src/Baseline/Opt-preprocess.py","aif360","aif360.algorithms.preprocessing.optim_preproc_helpers.data_preproc_functions.load_preproc_data_german","load_preproc_data_german","dataset","NA","NA","NA"
"11134269255034799140","final-project/src/Baseline/Opt-preprocess.py","aif360","aif360.algorithms.preprocessing.optim_preproc_helpers.distortion_functions.get_distortion_adult","get_distortion_adult","mitigation","utility","NA","NA"
"11134269255034799140","final-project/src/Baseline/Opt-preprocess.py","aif360","aif360.algorithms.preprocessing.optim_preproc_helpers.distortion_functions.get_distortion_compas","get_distortion_compas","mitigation","utility","NA","NA"
"11134269255034799140","final-project/src/Baseline/Opt-preprocess.py","aif360","aif360.algorithms.preprocessing.optim_preproc_helpers.distortion_functions.get_distortion_german","get_distortion_german","mitigation","utility","NA","NA"
"11134269255034799140","final-project/src/Baseline/Opt-preprocess.py","aif360","aif360.algorithms.preprocessing.optim_preproc_helpers.opt_tools.OptTools","OptTools","mitigation","utility","NA","NA"
"11134269255034799140","final-project/src/Baseline/Opt-preprocess.py","aif360","aif360.metrics.BinaryLabelDatasetMetric","BinaryLabelDatasetMetric","metric","utility","NA","NA"
"11134269255034799140","final-project/src/Baseline/Opt-preprocess.py","aif360","aif360.metrics.ClassificationMetric","ClassificationMetric","metric","utility","NA","NA"
"11134269255034799140","final-project/src/Baseline/Reweighing.py","aif360","aif360.algorithms.preprocessing.reweighing.Reweighing","Reweighing","algorithm","pre","Resampling","Reweighing"
"11134269255034799140","final-project/src/Baseline/Reweighing.py","aif360","aif360.datasets.BinaryLabelDataset","BinaryLabelDataset","dataset","utility","NA","NA"
"11134269255034799140","final-project/src/Baseline/Reweighing.py","aif360","aif360.metrics.ClassificationMetric","ClassificationMetric","metric","utility","NA","NA"
"11195151395794127759","python/aiffairness/aifserver/model.py","aif360","aif360.datasets.BinaryLabelDataset","BinaryLabelDataset","dataset","utility","NA","NA"
"11195151395794127759","python/aiffairness/aifserver/model.py","aif360","aif360.metrics.BinaryLabelDatasetMetric","BinaryLabelDatasetMetric","metric","utility","NA","NA"
"1124453550351464735","fairness_utils.py","aif360","aif360.datasets.CompasDataset","CompasDataset","dataset","NA","NA","NA"
"1124453550351464735","fairness_utils.py","aif360","aif360.metrics.BinaryLabelDatasetMetric","BinaryLabelDatasetMetric","metric","utility","NA","NA"
"11441233708704452492","adult/baseline/adult_modified.py","aif360","aif360.datasets.BinaryLabelDataset","BinaryLabelDataset","dataset","utility","NA","NA"
"11441233708704452492","adult/project/adult_modified.py","aif360","aif360.datasets.BinaryLabelDataset","BinaryLabelDataset","dataset","utility","NA","NA"
"11441233708704452492","adult/reduction/adult_data.py","aif360","aif360.datasets.BinaryLabelDataset","BinaryLabelDataset","dataset","utility","NA","NA"
"11441233708704452492","adult/reduction/adult_modified.py","aif360","aif360.datasets.BinaryLabelDataset","BinaryLabelDataset","dataset","utility","NA","NA"
"11441233708704452492","adult/sensr/adult_data.py","aif360","aif360.datasets.BinaryLabelDataset","BinaryLabelDataset","dataset","utility","NA","NA"
"11441233708704452492","adult/sensr/adult_modified.py","aif360","aif360.datasets.BinaryLabelDataset","BinaryLabelDataset","dataset","utility","NA","NA"
